ID,Accel_X_1,Accel_Y_1,Accel_Z_1,Accel_X_2,Accel_Y_2,Accel_Z_2,Accel_X_3,Accel_Y_3,Accel_Z_3,Accel_X_4,Accel_Y_4,Accel_Z_4,Accel_X_5,Accel_Y_5,Accel_Z_5,Accel_X_6,Accel_Y_6,Accel_Z_6,Accel_X_7,Accel_Y_7,Accel_Z_7,Accel_X_8,Accel_Y_8,Accel_Z_8,Accel_X_9,Accel_Y_9,Accel_Z_9,Accel_X_10,Accel_Y_10,Accel_Z_10,Accel_X_11,Accel_Y_11,Accel_Z_11,Accel_X_12,Accel_Y_12,Accel_Z_12,Accel_X_13,Accel_Y_13,Accel_Z_13,Accel_X_14,Accel_Y_14,Accel_Z_14,Accel_X_15,Accel_Y_15,Accel_Z_15,Accel_X_16,Accel_Y_16,Accel_Z_16,Accel_X_17,Accel_Y_17,Accel_Z_17,Accel_X_18,Accel_Y_18,Accel_Z_18,Accel_X_19,Accel_Y_19,Accel_Z_19,Accel_X_20,Accel_Y_20,Accel_Z_20,Accel_X_21,Accel_Y_21,Accel_Z_21,Accel_X_22,Accel_Y_22,Accel_Z_22,Accel_X_23,Accel_Y_23,Accel_Z_23,Accel_X_24,Accel_Y_24,Accel_Z_24,Accel_X_25,Accel_Y_25,Accel_Z_25,Accel_X_26,Accel_Y_26,Accel_Z_26,Accel_X_27,Accel_Y_27,Accel_Z_27,Accel_X_28,Accel_Y_28,Accel_Z_28,Accel_X_29,Accel_Y_29,Accel_Z_29,Accel_X_30,Accel_Y_30,Accel_Z_30,Accel_X_31,Accel_Y_31,Accel_Z_31,Accel_X_32,Accel_Y_32,Accel_Z_32,Accel_X_33,Accel_Y_33,Accel_Z_33,Accel_X_34,Accel_Y_34,Accel_Z_34,Accel_X_35,Accel_Y_35,Accel_Z_35,Accel_X_36,Accel_Y_36,Accel_Z_36,Accel_X_37,Accel_Y_37,Accel_Z_37,Accel_X_38,Accel_Y_38,Accel_Z_38,Accel_X_39,Accel_Y_39,Accel_Z_39,Accel_X_40,Accel_Y_40,Accel_Z_40,Accel_X_41,Accel_Y_41,Accel_Z_41,Accel_X_42,Accel_Y_42,Accel_Z_42,Accel_X_43,Accel_Y_43,Accel_Z_43,Accel_X_44,Accel_Y_44,Accel_Z_44,Accel_X_45,Accel_Y_45,Accel_Z_45,Accel_X_46,Accel_Y_46,Accel_Z_46,Accel_X_47,Accel_Y_47,Accel_Z_47,Accel_X_48,Accel_Y_48,Accel_Z_48,Accel_X_49,Accel_Y_49,Accel_Z_49,Accel_X_50,Accel_Y_50,Accel_Z_50,Activity_Label
1491385524391.0,-1.3618927,-0.15838623,9.957535,-1.3786316,-0.11051941,9.95993,-1.3894043,-0.14402771,9.961121,-1.4217072,-0.11172485,9.937195,-1.4073486,-0.102142334,9.956329,-1.4061584,-0.13085938,9.940781,-1.3905945,-0.13085938,9.977875,-1.4037628,-0.10334778,9.969498,-1.3953857,-0.13206482,9.977875,-1.3882141,-0.10813904,9.953949,-1.4073486,-0.106933594,9.951553,-1.3894043,-0.12966919,9.974289,-1.4085388,-0.13085938,9.951553,-1.3870087,-0.118896484,9.953949,-1.379837,-0.10334778,10.012573,-1.404953,-0.1607666,9.964706,-1.4013672,-0.118896484,9.955139,-1.3905945,-0.1177063,9.952744,-1.400177,-0.12846375,9.958725,-1.4073486,-0.0949707,9.983856,-1.4037628,-0.123687744,9.983856,-1.4360657,-0.12966919,9.968292,-1.3905945,-0.11051941,9.971893,-1.4025574,-0.09257507,9.9730835,-1.400177,-0.11172485,9.951553,-1.3941956,-0.11172485,9.993423,-1.3630829,-0.106933594,10.006592,-1.4432373,-0.16316223,9.892929,-1.400177,-0.118896484,9.975479,-1.4420471,-0.104537964,9.935989,-1.4193115,-0.15478516,9.93959,-1.4300842,-0.07463074,9.952744,-1.4025574,-0.13206482,9.941986,-1.3726501,-0.118896484,10.0269165,-1.4145355,-0.16674805,9.934799,-1.4396515,-0.12727356,9.925232,-1.4420471,-0.16555786,9.921646,-1.4073486,-0.11531067,9.987442,-1.3965759,-0.10932922,9.968292,-1.4145355,-0.118896484,9.968292,-1.4157257,-0.09017944,9.962311,-1.4264984,-0.13923645,9.912064,-1.4085388,-0.09736633,9.993423,-1.425293,-0.20265198,9.913269,-1.4264984,-0.11051941,9.93959,-1.400177,-0.118896484,9.957535,-1.5317688,-0.15000916,9.920441,-1.3929901,-0.12608337,10.037689,-1.3977814,-0.12966919,9.975479,-1.4228973,-0.133255,9.967102,0
1491445672462.0,-6.0757446,6.9124146,5.072586,-5.640259,6.919586,5.43869,-5.649826,6.9255676,5.3860474,-5.6761475,7.045212,5.072586,-5.7778473,6.9578705,5.2843475,-5.6390533,6.967453,5.096512,-5.266968,6.536743,5.389633,-5.9812317,7.1959534,5.104889,-5.5816345,6.8920746,5.3657074,-5.5565033,6.7927704,5.2879333,-5.5457306,6.919586,5.2831573,-5.8376617,6.960266,5.289139,-5.612732,6.8669434,5.3142548,-5.793396,6.7197876,5.7318115,-4.3289795,6.6408234,6.0644073,-4.704666,6.655182,6.063217,-4.8673706,6.508026,6.64946,-5.375839,7.313202,5.965103,-6.907257,10.664352,3.4933167,-0.59498596,5.081894,3.7074738,-1.2649841,3.4691315,2.3950195,-5.411743,4.062561,4.7339935,-7.125,2.3480988,6.81575,-9.365875,0.3405304,8.953735,-13.662186,-3.6124268,2.1521454,-16.314636,-1.4253845,3.4622192,-14.224503,-0.6201935,5.307083,-13.724411,-0.66685486,0.75234985,-15.364685,-0.50653076,-0.9405823,-11.280136,-0.5771179,3.285141,-7.4647827,0.47930908,-0.28494263,-6.57106,0.31539917,0.9641113,-8.176651,-1.0891876,-0.44766235,-15.705658,-1.5928802,0.8049774,-14.638458,0.6958618,2.7312012,-12.50885,-0.23854065,-1.6811523,-12.459793,-0.5280762,0.5214386,-15.134979,0.20892334,2.0600128,-13.663391,-0.004043579,5.893326,-5.489502,1.9389343,4.711273,2.7884674,0.41470337,8.860428,0.7605438,2.6352386,5.145569,3.8903656,3.183197,10.456436,3.1713104,3.4081268,7.8446655,-2.3142242,4.2001495,7.6640167,-1.075943,4.1929626,7.3469696,-1.0855103,3.684494,7.072983,-4.7441406,5.7530823,8.192825,-3.7618866,5.885895,6.145767,-1.055603,4.8258667,4.389435,0
1491445852189.0,-4.491699,6.441025,11.54039,-3.0464325,7.0846863,5.6528473,-2.4099426,1.5632477,1.6699829,-15.112244,4.177414,-0.7264252,-14.46019,6.194565,8.290924,-6.59021,-4.4008484,-0.5457611,-14.453018,3.6342468,2.9860382,-5.752716,10.653595,7.6843567,-6.935974,8.218887,6.1756744,-10.3242035,4.962265,5.741379,-15.842056,1.0404205,-4.0356903,-12.478943,2.4545746,-1.3557281,-3.977234,-4.361374,-0.7252197,-17.00496,-7.464859,-1.5686951,-21.212738,-1.6598816,1.1483612,-13.950531,1.4400177,1.6663971,-10.308655,2.8159027,-0.709671,-19.579636,2.0872803,1.5383911,-21.434082,-4.4367523,2.339981,-14.198181,-5.3783264,-0.14137268,-7.150131,-5.5625763,0.84565735,-4.454605,-4.476227,0.9605255,-14.930389,-5.6092377,-1.4801636,-19.211151,-0.61302185,0.46759033,-14.526001,3.8220825,-0.4691925,-15.685318,6.3369293,-0.7192383,-17.908249,0.95547485,2.7539368,-22.273956,-3.4461212,2.5194397,-14.498489,-4.5803223,2.4249268,-2.5666656,-6.256485,-0.6845398,-0.5088501,-5.508728,-4.0895386,-16.284729,-5.6582794,1.9774628,-20.80716,1.1756134,3.6045837,-13.613144,1.3335419,-1.6560364,-16.130386,4.6392365,1.776474,-18.67157,2.238037,1.7728882,-20.502075,-3.3779297,1.8853455,-12.768478,-4.911728,1.7645111,-4.716629,-4.751404,-0.75154114,-11.617523,-4.7119293,-0.2705841,-16.328995,-5.3507996,-0.9621124,-16.068176,-1.1466217,1.3230286,-15.867172,3.470337,-1.2887421,-19.683731,4.38678,4.069992,-19.293701,-2.9926758,2.2921295,-16.843445,-3.6148071,3.0721893,-9.558502,-4.3350525,0.15414429,-5.4954834,-4.128067,-0.28494263,-11.536163,-5.667862,0.5405731,-19.489914,-4.2572937,-1.9001007,0
1491448327746.0,-1.955307,3.6007385,8.207184,-2.7581024,1.1145935,-1.0075836,-6.419113,-2.4925842,-3.2436676,-17.25142,-5.352005,3.925232,-26.234085,-3.3563843,13.340988,-20.923218,1.5417175,3.5339966,-19.427704,8.173431,8.878372,-11.489502,2.9008484,8.866409,-5.2538147,-0.31152344,1.4103699,-4.630478,1.5512848,6.1433716,-9.863586,2.727356,6.3934174,-12.818726,1.0799103,5.693527,-10.53717,2.1447144,0.6063843,-6.146332,-0.05189514,0.62672424,-7.3487244,-2.6564941,-2.8141632,-15.758301,-6.482605,-0.67855835,-19.121414,-2.78331,3.7397766,-13.59639,-2.2927856,0.053634644,-9.631485,0.37521362,2.8927155,-11.75032,2.25,0.77986145,-17.597183,6.384796,1.3194427,-20.200577,0.053390503,2.7611237,-22.161499,-4.621002,3.548355,-17.798187,-5.151001,2.5003052,-7.727997,-6.828369,1.9930267,-4.392395,-5.878418,-1.182251,-5.7718506,-7.8082275,0.5716858,-15.735565,-6.391678,3.408371,-23.472763,-6.1224976,7.1914215,-16.384033,-1.5019531,5.5068817,-15.994003,4.310211,3.646469,-13.867981,4.983795,7.7082825,-17.074356,1.0153046,11.810776,-20.31305,-5.931061,11.228119,-15.571671,-7.461273,7.634094,-8.449432,-6.3821106,2.9609222,-6.5471344,-3.7775269,0.7894287,-5.633072,-4.3218994,1.3732758,-9.517822,-5.442932,3.0685883,-16.714233,-8.048706,9.671585,-15.503464,-0.23136902,12.720047,-9.319214,2.5000458,12.885147,-6.409546,2.9403229,13.372086,-10.400772,-0.33544922,15.979065,-12.112839,-2.9639587,12.967697,-14.071365,-4.5527954,10.409775,-9.977249,-4.859085,4.0101776,-6.326996,-4.830368,-0.008575439,-6.849823,-4.702347,1.6197357,-12.725403,-6.553192,1.1555328,0
1491448339850.0,-10.221313,-1.066452,8.884354,-7.972061,0.22805786,4.6873474,-8.7664795,1.1325531,6.4843445,-10.131577,1.822876,8.735992,-14.091705,1.6924744,13.849457,-14.262787,1.0906677,8.629517,-12.399979,-2.3681488,6.64946,-8.230484,-3.7200928,1.1603241,-6.4741516,-3.991684,0.47717285,-8.484116,-5.926285,0.81455994,-12.171463,-4.502548,4.6765747,-15.723602,-3.9498138,1.8458557,-10.796783,-1.6634674,4.0101776,-11.628296,0.5929718,3.1834564,-15.363495,3.2202911,4.9876404,-15.091904,0.55229187,7.6484528,-16.98941,-1.5246887,3.494522,-15.814529,-5.2132263,5.0366974,-7.6358643,-4.8854065,1.2560272,-6.4442444,-4.455887,1.8817596,-7.70047,-5.1246796,1.4438629,-12.525604,-6.0231934,3.7792664,-15.040451,-3.6411285,4.119049,-11.548126,-1.6539001,4.3750763,-10.923599,-1.0030518,4.3415833,-12.312637,2.0418243,4.731613,-14.439865,2.8553772,5.269989,-14.655212,1.4220734,6.5752716,-17.899887,-3.3862915,6.7882385,-11.020508,-4.116104,5.6827545,-7.51622,-4.430771,2.257431,-8.613342,-3.4712372,2.8628082,-9.911438,-5.1079407,3.313858,-10.787216,-2.6959686,1.747757,-13.955307,-1.4325562,1.2883301,-10.617325,-1.8022461,5.771286,-13.471954,0.6707306,4.230316,-14.850235,2.8733215,6.0895386,-15.815735,1.9161987,6.087143,-12.499283,-0.78889465,6.5322113,-13.5377655,-2.5966644,5.9710846,-10.276352,-3.478424,4.9314117,-8.17186,-3.909134,3.843872,-7.790207,-3.5167084,2.6929169,-9.115829,-6.232559,0.9342041,-12.995789,-3.8983612,3.671585,-12.568665,-1.1980591,4.6011963,-11.793396,-0.48260498,4.366699,-12.24086,1.609909,3.2624207,-15.627899,1.9724274,5.963913,0
1491448348511.0,-0.64164734,4.234848,6.839691,-4.494095,2.8218842,2.7312012,-5.743149,-0.85827637,-3.811966,-10.571854,-3.436554,-0.18086243,-19.181244,-6.5627747,6.1338043,-26.009155,-5.5422363,7.385254,-14.82869,-0.9252777,1.5970154,-10.283524,1.1277618,0.3993988,-9.009354,1.699646,0.9389801,-13.6609955,1.5082245,-1.190628,-18.153519,-1.7843018,-1.1140594,-16.714233,-3.642334,2.2059784,-15.194794,-4.9177094,3.297104,-8.924408,-3.3420258,1.7082825,-5.78981,-3.6160126,1.0095673,-7.1513214,-4.2608795,-0.28614807,-13.827301,-6.6477203,-0.33041382,-13.377441,-3.5454254,1.2368927,-16.987015,-2.7450256,1.7740784,-11.221512,0.30821228,2.1652985,-11.715637,1.4483948,-2.090332,-15.156509,2.2368317,1.9391785,-18.123611,-0.48858643,2.2753754,-17.268173,-3.1589813,2.799408,-14.511642,-3.8433228,3.271988,-9.042847,-4.555191,1.1088715,-4.812332,-4.554001,1.2823486,-7.7112427,-4.923691,1.2321014,-13.066376,-5.603256,1.3840485,-17.342346,-4.403244,1.2715912,-13.212341,-1.156189,1.1854401,-12.514832,-0.31629944,1.2285156,-13.918228,1.6589661,-0.42373657,-16.843445,3.191574,1.3385773,-17.898682,0.43623352,2.1581268,-19.567673,-4.2608795,4.8739777,-14.893295,-4.472641,3.0578308,-9.497482,-5.289795,2.664215,-4.436661,-4.7466125,0.5489502,-8.340546,-5.520691,-0.45124817,-12.420319,-4.430771,0.13140869,-17.964493,-4.5444183,0.51904297,-14.107254,-0.6453247,6.022537,-13.902664,0.7042389,-1.6667938,-15.551331,3.3255615,1.2344971,-18.604568,1.9281616,3.322235,-19.293701,-2.685196,4.103485,-17.076752,-5.3783264,5.4614105,-12.264786,-6.514908,5.273575,-8.712631,-4.6520996,4.888336,0
1491448354694.0,-2.5295868,4.3676453,6.559723,-7.528183,4.3556824,5.4530487,-9.344345,1.8862915,6.9437714,-6.0051575,-2.1061401,6.2055817,-7.1561127,-6.477829,5.5966187,-14.880142,-6.346222,2.2107697,-23.160507,-1.8883972,9.462219,-20.225708,5.205124,-1.9228363,-16.695099,3.5373383,1.1196442,-19.010147,-1.8776245,3.7218323,-15.789413,-3.951004,2.463211,-11.373459,-5.089981,2.6510468,-6.8438416,-5.014618,1.65802,-9.131378,-6.0196075,-0.27656555,-10.74295,-4.276428,0.62312317,-13.90387,-5.085205,1.5575256,-17.168869,-1.1346588,1.0526428,-15.728394,0.95188904,4.2614136,-15.764282,2.8039398,0.20318604,-16.817123,2.5526886,5.6456604,-16.236862,-1.3739319,3.4897308,-16.349335,-3.753601,2.5601196,-10.7764435,-5.2180023,1.756134,-6.553116,-5.373535,0.88394165,-8.15152,-6.2385406,-0.277771,-11.198776,-4.7944794,2.8831482,-15.478348,-3.9354553,-1.7170563,-11.756302,-2.3490143,3.8701935,-13.523407,-0.17393494,1.36969,-17.444046,3.7371368,-0.5314026,-16.175858,0.71499634,5.636093,-15.864792,-0.42279053,1.9654999,-17.231094,-3.8457184,3.6596222,-12.839066,-3.930664,1.32901,-7.054413,-5.015808,1.7908325,-7.979233,-5.343628,0.73799133,-10.445038,-8.814423,0.027313232,-12.964676,-5.527878,0.19841003,-14.591797,-4.1950684,1.156723,-13.55571,-1.4194031,2.7132568,-16.7238,2.55867,-3.4099731,-15.673355,2.5131989,1.9320068,-19.056808,0.25558472,3.4933167,-19.079544,-4.406845,3.342575,-16.836273,-5.279022,3.757721,-12.018326,-5.1366425,2.5050812,-9.522614,-2.8012543,3.691925,-5.776642,1.3024445,6.9940186,-4.2021637,4.325775,4.7734833,-3.7606964,3.5803986,2.5517426,0
1491448361973.0,-8.722214,5.455185,10.729218,-4.7632904,3.9776154,7.5659027,-5.1150208,3.8962555,5.167099,-3.4579926,4.008713,4.7830505,-3.2270966,-1.4170074,-2.2315063,-12.086517,-4.5659637,-1.9742737,-21.07515,-2.9950714,5.085739,-22.943954,2.2942657,4.2781677,-11.3806305,4.9598694,3.1020966,-13.071167,6.5020447,-1.313858,-15.956909,0.77841187,5.2149506,-17.508652,-3.9545898,3.0446625,-12.202576,-2.8969727,0.950943,-10.285919,-3.3898926,-0.99920654,-5.337555,-3.0812073,1.5527344,-7.1022644,-3.5334625,-1.6333008,-11.95491,-2.5464172,1.7046814,-20.369278,-1.5127258,4.993622,-14.457809,-2.0798187,3.2001953,-10.046631,-0.13804626,3.4897308,-9.185226,-0.17393494,-0.3926239,-11.925003,-1.2973633,0.53100586,-12.449036,-6.3210907,2.495514,-9.804962,-5.7204895,4.458832,-10.5503235,-5.932266,-1.2001953,-7.3786316,-1.7855072,0.054840088,-9.885117,-0.39167786,-0.4153595,-13.14653,0.3608551,0.621933,-18.397583,-2.364563,2.7108612,-13.98642,-2.319107,3.6392822,-12.28273,-2.109726,2.4572296,-7.759094,-1.0796204,1.074173,-5.579239,-2.4411316,1.5204315,-8.740158,-3.7751312,1.3062744,-14.059402,-3.9521942,2.6749725,-17.487122,-2.82518,1.1495514,-12.847443,1.301239,1.9224396,-10.848236,0.3070221,0.1577301,-12.870163,1.7307587,-0.91067505,-16.750122,2.4653473,1.0562286,-15.771469,0.85617065,0.21635437,-17.061203,-2.9185028,3.0326996,-12.720612,-2.5535889,1.2117615,-5.4907074,-4.9966736,1.4043884,-6.7517242,-4.9188995,1.1351929,-11.594788,-5.664261,-0.20478821,-12.2109375,-3.3898926,-0.0899353,-15.988022,-2.5607758,-0.06600952,-13.4348755,1.7570801,2.1210327,-14.2939,5.049591,1.776474,0
1491448369620.0,-2.485321,3.964447,12.659027,-2.1060486,2.9343414,6.974884,-5.5110474,4.0852966,1.3361969,-5.658203,2.5718231,2.6749725,-9.205551,-2.3262787,8.740784,-12.544739,-6.481415,9.98027,-16.196198,-5.377121,7.8207397,-10.649628,-4.644928,5.7736816,-12.957504,-1.5988617,-1.0721893,-14.793991,0.7233734,-0.28016663,-15.469971,3.5720367,-0.60079956,-19.507858,-0.7960663,2.6019897,-20.840652,-5.0660553,4.4624176,-16.473755,-6.847519,5.116852,-8.688705,-5.323288,4.2207336,-5.3901978,-5.4190063,0.8492584,-7.671753,-7.915909,1.6628113,-12.531586,-5.9131165,1.6472626,-17.247833,-4.8279724,0.5441742,-16.430695,-1.2830048,1.4785614,-16.16867,2.7130127,1.4366913,-16.10765,3.7479095,1.2141571,-17.5625,1.6493988,3.293518,-17.322021,-3.0082397,2.9788666,-16.57785,-4.543228,3.1750793,-11.450027,-4.8650665,0.8863373,-5.8651733,-5.5841064,1.2356873,-7.6705627,-5.9633636,0.3683014,-9.819321,-8.327484,0.99760437,-16.16867,-6.325882,1.7872314,-14.135971,-3.0237885,2.146164,-13.438461,-1.3380432,2.9788666,-15.495087,2.7118073,-0.44885254,-16.86139,3.1102142,1.4426727,-17.540955,-0.012420654,1.8865356,-19.322418,-4.702347,5.454239,-14.094101,-5.3627625,2.5565338,-8.340546,-4.892578,2.9692993,-3.973648,-6.3533936,1.570694,-10.072952,-6.926483,-0.12582397,-13.00177,-4.4056396,0.15054321,-17.801773,-4.8554993,0.84565735,-14.669571,-2.0140076,3.490921,-12.739761,-0.81759644,1.8231354,-17.530197,4.7624664,0.42692566,-15.349136,1.5608673,4.255432,-16.84584,-0.8140106,1.7680969,-19.218323,-4.723892,3.519638,-15.044052,-4.5982666,1.6771698,-7.6932983,-6.2098236,3.0602264,0
1491448376771.0,-1.651413,4.11998,6.6027985,-2.119217,3.984787,2.3507538,-5.8735504,2.6807098,-6.992035,-9.166077,-3.0405426,-2.879959,-14.158707,-10.485809,11.102493,-24.703873,-6.384506,7.4139557,-17.31842,-0.3701477,0.36231995,-11.1497345,0.4900818,-2.5521393,-12.5842285,2.4725342,-1.1918182,-16.88173,0.8848877,-1.4023895,-19.546143,-3.7356567,2.4021912,-19.376251,-6.9408417,5.293915,-11.822113,-5.927475,6.0069885,-7.786621,-4.7382507,2.0301056,-5.182022,-4.509735,0.80737305,-10.765686,-6.141632,1.3254242,-12.684723,-4.678421,3.3389893,-18.123611,-5.4441223,0.21037292,-13.378647,-1.7831116,3.745758,-14.0271,-0.811615,0.65304565,-15.437668,1.8791046,-0.41415405,-17.329193,0.29864502,2.441681,-14.859802,-2.7198944,2.4033966,-16.930786,-4.020401,2.0959167,-12.833084,-4.863861,2.8053894,-6.6332703,-5.6762238,2.5050812,-8.059402,-6.000458,0.59321594,-8.851425,-6.3330536,4.0269165,-14.924408,-6.0207977,0.016555786,-12.870163,-3.0417328,1.1734772,-15.26059,-1.189682,1.4654083,-16.630493,3.1150055,1.3720856,-16.958298,2.4749146,0.97846985,-16.860199,0.042617798,1.4008026,-18.791214,-4.5827026,3.864212,-14.128784,-4.6915894,1.6137543,-8.832275,-5.811432,0.8983002,-6.451416,-4.6221924,0.7655029,-10.64006,-6.839142,-0.758728,-12.7122345,-5.659485,1.403183,-15.438858,-4.8124237,0.720047,-15.355118,-2.7952728,2.3339996,-18.012344,1.8491974,-1.0937195,-15.011749,2.8039398,2.4524384,-18.417923,1.2785034,3.7505493,-18.087723,-4.3960724,4.497116,-17.311249,-5.1904907,2.7467651,-13.629883,-5.2885895,1.4331055,-12.825897,-4.612625,4.5533447,-3.673355,-6.3821106,-4.5214386,0
1491448385834.0,-2.7796326,5.7076263,4.2925262,-4.010742,6.767639,5.126419,-4.4976807,7.5536804,9.415558,-6.038666,5.8440094,9.694321,-5.3267975,1.979599,2.319641,-5.599579,-3.6889954,-0.3938141,-12.537567,-2.6265717,-8.072388,-12.787613,-5.7240906,3.5387878,-19.467178,-8.389694,3.2133636,-17.93457,-0.5268707,3.6560364,-14.058197,-0.44432068,1.2512512,-8.606155,1.041626,-2.061615,-11.344742,1.7798004,-0.6378937,-15.278549,0.8657532,-0.21794128,-20.077347,-3.655487,2.3698883,-18.798386,-4.2106323,2.853241,-15.471161,-5.335251,4.184845,-5.2358704,-4.831558,0.11225891,-3.0045624,-4.7454224,-0.7252197,-7.815323,-4.948807,-1.0016022,-14.926804,-7.7759247,1.2512512,-19.609558,-4.973938,-3.408783,-18.114044,-2.0905914,4.8644104,-10.372055,0.06175232,0.6135559,-12.888107,4.736145,-0.64027405,-15.517822,4.4011383,3.273178,-20.655212,1.1050262,4.800995,-19.029297,-4.920105,4.8608246,-13.141754,-6.1847076,2.5816498,-7.9565125,-4.2237854,0.015350342,-5.5541077,-5.5757294,-1.403595,-7.4384613,-6.9205017,-0.83769226,-12.233673,-5.273041,4.579666,-20.31305,-4.5408325,-2.4671936,-14.679138,-0.8415375,4.7100677,-13.202774,1.5489044,-0.87716675,-16.551529,5.7530823,0.46759033,-17.294495,1.77742,0.63150024,-19.457611,-0.33784485,2.7467651,-20.187424,-5.422592,4.1752777,-13.876343,-5.6295624,2.993225,-5.8651733,-5.281418,0.31565857,-4.281128,-5.4166107,-0.27297974,-10.040649,-6.7912903,0.0021972656,-14.040253,-5.2060394,-0.08274841,-18.438263,-5.0947723,3.678772,-16.314636,-0.9252777,1.1495514,-14.4171295,2.0334473,-0.09112549,-15.834869,4.9730225,1.7154541,-17.3591,0.6886749,3.880951,0
